user_id,customer_id,free_signup_date,first_paid_date,conversion_within_14_days,conversion_within_30_days,conversion_within_90_days,last_churn_date,first_billing_cycle,first_price,subscription_duration_days,days_since_signup,days_to_first_paid,days_to_churn,lifecycle_status,is_paid_subscriber,unique_free_editions_delivered_14d,unique_free_editions_opened_14d,open_rate_free_editions_14d,unique_paid_editions_viewed_14d,multi_free_newsletter_engagement_flag_30d,multi_paid_exploration_flag_14d,email_nl_progression_pattern_30d,email_nl_expansion_timing_days_30d,max_weekly_email_nl_diversity_30d,high_email_nl_diversity_flag_30d,free_to_paid_transition_signal_30d,unique_free_editions_delivered_30d,free_editions_total_opens_30d,paid_editions_total_views_30d,open_rate_free_editions_30d,free_content_active_days_30d,free_content_consistency_score_30d,free_content_frequency_score_30d,unique_editions_opened_per_active_day_30d,avg_days_between_free_opens_30d,median_days_between_free_opens_30d,avg_hours_to_open_email_30d,free_email_engagement_span_days_30d,free_email_engagement_velocity_30d,journey_progression_score_30d,consistent_free_email_habit_30d,unique_free_newsletters_30d,unique_free_editions_30d,unique_paid_newsletters_explored_30d,unique_paid_editions_explored_30d,total_unique_newsletters_30d,total_unique_editions_30d,repeat_rate_free_opens_30d,free_content_entropy_30d,paid_exploration_concentration_30d,avg_opens_per_edition_30d,unique_free_editions_opened_30d,unique_paid_editions_viewed_30d,free_content_edition_diversity_30d
user_64647,customer_3402,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64660,customer_3388,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_69557,customer_3397,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64818,customer_3238,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64670,customer_3378,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64787,customer_3244,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64645,customer_3405,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64666,customer_3403,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64656,customer_3393,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64814,customer_3240,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64662,customer_3383,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64650,customer_3399,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64659,customer_3385,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64796,customer_3245,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64793,customer_3243,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64649,customer_3396,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64648,customer_3400,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_3007,customer_3386,2025-03-06,,0,0,0,,,,,146,,,free,false,13,0,0.0,0,0,0,0,30,0,0,0,25,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64663,customer_3376,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64685,customer_3375,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64654,customer_3394,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64795,customer_3246,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64815,customer_3239,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64669,customer_3380,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64964,customer_3122,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64790,customer_3249,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64661,customer_3384,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64668,customer_3381,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64688,customer_3372,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64955,customer_3128,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64681,customer_3252,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64789,customer_3250,2025-03-06,2025-03-19,1,1,1,2025-04-19,Monthly,9.0,31,146,13,31,free,false,2,0,0.0,0,0,0,0,30,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64794,customer_3247,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64652,customer_3395,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64658,customer_3391,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64965,customer_3121,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64686,customer_3374,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64667,customer_3382,2025-03-06,,0,0,0,,,,,146,,,free,false,2,0,0.0,0,0,0,2,30,2,0,0,4,1,0,0.25,1,0.03,0.03,1.0,0.0,0.0,1042.0,1,1.0,0.1,0,1,1,0,0,3,3,0.25,0.0,0.0,1.0,3,0,2
user_64945,customer_3233,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64858,customer_3217,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64834,customer_3231,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64842,customer_3225,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64863,customer_3211,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64821,customer_3158,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64950,customer_3139,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64828,customer_3235,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_1494,customer_3219,2025-03-07,,0,0,0,,,,,145,,,free,false,12,0,0.0,0,0,0,0,30,0,0,0,24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64958,customer_3125,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64823,customer_3237,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64844,customer_3226,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64928,customer_3159,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_2297,customer_3137,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64946,customer_3142,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_65173,customer_3152,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_2887,customer_3138,2025-03-07,,0,0,0,,,,,145,,,free,false,12,0,0.0,0,0,0,0,30,0,0,0,24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64836,customer_3234,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64917,customer_3160,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64824,customer_3236,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64862,customer_3214,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_2810,customer_3208,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64943,customer_3148,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64948,customer_3136,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64936,customer_3146,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_1773,customer_3210,2025-03-07,,0,0,0,,,,,145,,,free,false,12,0,0.0,0,0,0,0,30,0,0,0,24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64853,customer_3156,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64838,customer_3229,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_2029,customer_3215,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64953,customer_3134,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64833,customer_3232,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
user_64941,customer_3150,2025-03-07,,0,0,0,,,,,145,,,free,false,2,0,0.0,0,0,0,0,30,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
